label,text_split,neg_or_pos
赔付 & 领取规则,"的贷款本金进行计息。在未还贷款本金、利息及其他欠款总和达到合同现金价值时，本合同效力将中止。  

8 需关注的其他事项  
本部分涉及您需要关注的其他重要事项。  

8.1 投保范围  
投保人须具备完全民事行为能力，并对被保险人拥有合法的保险利益。被保险人的投保年龄范围为0周岁（出生满28日）",0
术语解释,"至55周岁，且需符合投保时我们的相关规定。  

8.2 真实告知义务  
在签订合同时，我们将向您详细说明合同内容。对于保险条款中免除我们责任的条款，我们会在投保单、保险单或其他凭证上提供明显提示，并以书面或口头形式向您详细解释。如未进行适当提示或说明，此条款不将视为合同内容。签订合同时，我们会询",0
术语解释,问您及被保险人的相关信息，您需如实告知。如您故意或因重大过失未履行真实告知义务，影响我们决定是否承保或提高保险费率的权利，我们有权解除合同。若您故意未履行真实告知义务，对于合同解除前发生的保险事故我们将不承担任何责任，并不退还保险费；而因重大过失未履行告知义务的情况下，对合同解除前发生的保险事故我们,0
退保条款,"不承担责任，但会退还保险费。  

8.3 年龄和性别错误处理  
在申请投保时，您需填写与有效身份证件一致的被保险人出生日期和性别。如果出现错误，将按照以下方式处理：  
（1）如果您申报的被保险人年龄或性别虚假，且其真实情况不符合合同约定的投保条件，我们有权解除合同，并退还合同的现金价值。在合同",0
投保条款,"解除前发生的任何保险事故，我们将不承担责任；  
（2）如果申报的年龄或性别虚假，导致您实际支付的保险费低于应付金额，我们有权更正并要求您补交保险费。在发生保险事故时，保险金给付将按已付保险费与应付保险费比例进行；  
（3）如果申报的年龄或性别虚假，导致您实际支付的保险费高于应付金额，我们将相应调",0
赔付 & 领取规则,整。,0
基础产品销售信息,"**7 其他权益**

您在本合同中所拥有的额外权益如下：

**7.1 现金价值**  
本保险单所具备的现金价值，通常指在解除合同时，根据精算原理计算并由我们退还给您的金额。每个保单年度末的现金价值将在保险合同上明确载明。如需了解保单年度内的现金价值，请随时与我们联系。

**7.2 保险费的自",0
退保条款,"动垫交**  
若您在宽限期结束后仍未支付保险费，并且在投保时选择了自动垫交的处理方式，我们将以当前合同的现金价值扣除所有欠款后余额，自动垫交到期所需支付的保险费及相应利息，从而使本合同继续有效。  
如果当前现金价值扣除各项欠款后的余额不足以覆盖到期应交的保险费及利息，我们将按该余额折算为承保日数",0
保障责任,"，自动垫交相应的保险费及利息；如余额不足以支付一天的保险费，则本合同将中止效力。

**7.3 保单贷款**  
在合同有效期内，经我们同意，您可书面申请贷款。最高贷款额度不得超过本合同现金价值扣除所有欠款后的80%，且每次贷款期限不得超过6个月。  
若您未能按时偿还贷款本金及利息，所欠的本金及利",0
术语解释,"息将作为新的贷款本金继续计息。当未还的贷款本金、利息及其他欠款总和达到本合同的现金价值时，本合同将中止效力。

**8 需关注的其他事项**

以下是您需要特别注意的其他事项：

**8.1 投保范围**  
投保人必须具备完全民事行为能力，并对被保险人具有合法的保险利益。被保险人的投保年龄范围为0",0
术语解释,"周岁（须满28日）至55周岁，且需符合我方当时的投保规定。

**8.2 如实告知义务**  
在签订合同时，我们有责任向您清晰说明合同内容。对于合同条款中免除我们责任的部分，必须在投保单、保险单或其他相关凭证上做出显著提醒，并以书面或口头形式明确告知您。如果未能作出提示或说明，该条款不构成合同内容",0
保障责任,"。在合同签订时，我们会询问您和被保险人的相关信息，您需如实告知。  
如果您故意或因重大过失未履行如实告知义务，导致我们无法决定是否承保或调整保险费率的，我们有权解除本合同。  
如您故意隐瞒事实，对于合同解除前发生的保险事故，我们将不承担责任，也不予退还保险费。对于因重大过失未如实告知，而严重影响",0
赔付 & 领取规则,"保险事故发生的情况，虽不承担责任，但会退还保险费。

**8.3 年龄性别错误的处理**  
在申请投保时，请确保被保险人的出生日期和性别与有效身份证件一致。如出现错误，将按照以下方式处理：  
（1）若您申报的被保险人年龄或性别不真实，并且真实情况不符合本合同规定的投保条件，我们有权解除合同，并退",0
退保条款,"还合同现金价值。对于合同解除前发生的保险事故，我们不承担责任；  
（2）若您申报的年龄或性别不真实，致使您实际支付的保险费低于应付金额，我们将进行更正并要求您补交差额��在已发生保险事故情况下，理赔时将按实付和应付保险费比例进行赔付；  
（3）若您申报的年龄或性别不真实，导致您实际支付的保险费高",0
赔付 & 领取规则,于应付金额，我们将进行调整，并据此处理。,0
保障责任,"### 其他权益

本部分详细阐述您所享有的其他相关权益。

#### 7.1 现金价值
现金价值是指您的保险单所具备的价值，通常在解除合同时依据精算原理计算并由我们返还给您的金额。保单年度末的现金价值将会在保单上明确列示，若您需要了解保单年度内的现金价值，请随时与我们联系。

#### 7.2 保",0
保障责任,"险费的自动垫交
如果您在宽限期结束后仍未支付保险费，并且在投保时选择了自动垫交的处理方式，我们将依据当前合同的现金价值，在扣除各项欠款后，自动垫交到期应付的保险费及其利息，从而确保合同继续有效。如果扣除欠款后的余额不足以支付到期保险费及其利息，我们将按该余额折算为承保日数进行自动垫交；若该余额不足以",0
保障相关时间,"支付一天的保险费，本合同的效力将会中止。

#### 7.3 保单贷款
在合同有效期间，您可通过书面形式向我们申请贷款，最高金额不得超过当前现金价值扣除各项欠款后的80%，且每次贷款的期限不能超过六个月。如果您未能按期全面偿还贷款本金及利息，则未还款项将作为新的本金计入利息。当未偿还的贷款本金与利息",0
基础产品销售信息,"加上其他欠款总和达到合同的现金价值时，本合同的效力将会中止。

### 需关注的其他事项

本部分提醒您注意相关事项。

#### 8.1 投保范围
投保人需具备完全民事行为能力，并对被保险人具有合法的保险利益。被保险人的投保年龄范围为0周岁（须出生满28日）至55周岁，且需符合投保时我们的相关规定",0
责任免除,"。

#### 8.2 如实告知义务
在订立合同时，我们会向您说明合同内容。对于保险条款中免除我们责任的条款，我们将在投保单、保险单或其他保险凭证上给予显著提示，并以书面或口头形式向您做出明确说明。如未作提示或说明，该条款不计入合同内容。在订立合同过程中，我们将询问关于您及被保险人的相关信息，您需如",0
基础产品销售信息,"实告知。如您故意或因重大过失未履行如实告知义务，导致我们无法决定是否承保或调整保险费率，我们有权解除合同。若您故意隐瞒情况，对于合同解除前发生的保险事故，我们将不承担保险责任，并不退还保险费；如因重大过失未告知，对保险事故的发生有严重影响的，我们同样不承担保险责任，但会退还保险费。

#### 8.",0
保障责任,"3 年龄性别错误处理
在申请投保时，您需填写与有效身份证件相符的被保险人的出生日期和性别。若发生错误，将依以下方式处理：
1. 如果申报的被保险人年龄或性别不真实，且真实情况不符合投保条件，我们有权解除合同，并退还合同的现金价值。对于合同解除前发生的保险事故，我们不承担责任。
2. 若申报的被保险人",0
退保条款,"年龄或性别不真实，造成您实际缴纳保险费低于应付金额，我们有权进行更正并要求补交保险费。如果已发生保险事故，理赔时将按照实际缴纳保险费与应付保��费的比例进行赔付。
3. 若申报的被保险人年龄或性别不真实，导致您实付保险费高于应付保险费的情况，我们将对此进行调整。",0
基础产品销售信息,"我们将为您退还多收的保险费。

8.4 合同条款 本条款第“8.2 明确说明与如实告知”、“8.3 年龄性别错误处理”项下，解除权的限制规定如下：自我们得知解除原因之日起，超过30天未行使该解除权将导致其失效。自本合同签署之日起，若超过2年时间，我们不得解除合同；如发生保险事故，我们将承担相应的保险",0
退保条款,"责任。若在合同订立时我们已知晓您未如实告知的情况，则不得解除合同；发生保险事故时，我们应当履行保险责任。

8.5 未成年人保险 在为未成年人投保的人身保险中，若被保险人在成年之前身故，所给付的保险金总额不得超过国务院保险监督管理机构规定的限额，且身故给付的保险金额总和亦不得超出上述限额。

8.6",0
基础产品销售信息," 欠款扣除 在支付各项保险金、退还现金价值或保险费时，如您有未交的保险费、保单贷款或其他欠款，我们将优先扣除上述各项欠款及相关利息。

8.7 合同内容变更 您与我们协商一致后，可对本合同的相关内容进行变更。合同的变更应由我们在保险合同上做出标注或附加批单，或通过书面协议达成。

8.8 联系方式更",0
责任免除,"新 为了确保您的合法权益，若您的住址、通讯地址、电话号码或电子邮件等联系方式有所变更，请及时以书面形式或双方认可的其他方式通知我们。如未以书面形式或认可的方式通知我们，则视为合同中载明的最后联系方式所发送的相关通知均已送达。

8.9 宣告死亡处理 在本合同保险期间内，如被保险人下落不明并已被人民法",0
术语解释,"院宣告死亡，我们将依据法院宣判确定的死亡日期，并按条款约定进行处理。如果被保险人在宣告死亡后重新出现，身故保险金的受益人或继承人应在获知或应当知晓被保险人重新出现后的30日内，将领取的身故保险金退还给我们。

8.10 争议解决 本合同争议解决方式由双方在保险合同中明确约定，可选择以下两种方式之一：",0
投保条款,"
（1）因合同履行产生的争议可通过协商解决，若协商不成，则提交双方共同选择的仲裁委员会进行仲裁；
（2）因合同履行产生的争议可通过协商解决，若协商不成，则依法向人民法院提起诉讼。
如选择仲裁方式，应达成仲裁协议并明确仲裁事项与机构。

8.11 合同终止 本合同将在以下情形之一发生时终止：
（1）被",0
保障责任,"保险人身故；
（2）本合同约定的其他终止事项。",0
保障责任,"我们将为您退还多收的保险费。

8.4 本合同条款 本条款中“8.2 明确说明与如实告知”、“8.3 年龄性别错误的处理”所规定的解除权适用范围，自我们获知解除事由之日起，超过30日不行使则自动失效。自本合同成立之日起超过2年，我们将不再有权解除合同；若发生保险事故，我们将承担相应的保险责任。若在合",0
责任免除,"同签订时，我们已知晓您未如实告知的情况，则不得解除合同；在此情况下，一旦发生保险事故，我们仍需承担保险责任。

8.5 未成年人身故保险金 对于为未成年人投保的人身保险，在被保险人达到成年之前因其身故而给付的保险金总额不得超过国务院保险监督管理机构规定的限额，身故给付的保险金额也必须遵循上述限制。
",0
赔付 & 领取规则,"
8.6 欠款处理 在支付各项保险金、退还现金价值或退还保险费时，如您存在未缴纳的保险费、保单贷款或其他欠款，我们将优先扣除上述欠款及应付利息。

8.7 合同内容变更 经您与我们双方协商一致，可以对本合同的有关内容进行变更。任何合同变更均应由我们在保险合同上做出正式批注或附加批单，或者通过书面协议",0
基础产品销售信息,"进行确认。

8.8 联系方式的更新 为了保障您的合法权益，若您的住所、通讯地址、电话或电子邮件等联系方式发生变更，请及时以书面形式或双方认可的其他形式通知我们。如果您未按要求通知我们，我们将按照本合同上最后记录的联系方式发送的通知视为已有效送达。

8.9 宣告死亡的处理 在本合同保险期间内，若被",0
保障相关时间,"保险人下落不明并经人民法院宣告死亡，我们将依据法院的判决确定被保险人的死亡日期，并依照本条款及与身故相关的约定进行处理。若被保险人在宣告死亡后重新出现，身故保险金的受益人或继承人须在了解到被保险人重新出现后的30日内，将已领取的身故保险金退还给我们。

8.10 争议的解决方式 本合同的争议解决方式",0
术语解释,"由当事人在保险合同中选择以下两种之一： 
（1）因履行本合同产生的争议，由双方协商解决，如协商未果，则提交共同选定的仲裁委员会进行仲裁；
（2）因履行本合同产生的争议，由双方协商解决，如协商未果，可依法向人民法院提起诉讼。若选择仲裁方式，双方应达成仲裁协议并明确仲裁事项及机构。

8.11 合同终止",0
投保条款," 本合同将在以下情形之一发生时自动终止：
（1）被保险人身故；
（2）合同中约定的其他终止事项。",0
基础产品销售信息,"我们将为您退还多收的保险费用。

8.4 本公司合同：关于本条款第“8.2 明确说明与如实告知”及“8.3 年龄性别错误的处理”中所述解除权的限制，自我们获悉解除事由起，超过30天未行使该权利将导致其失效。自合同成立之日起超过两年的情况下，我们不得解除合同；若发生保险事故，我们将承担相应的保险责任。",0
保障责任,"如果在合同签署时我们已知晓您未如实告知的信息，则不得以此为由解除合同；若发生保险事故，我们仍然承担保险责任。

8.5 未成年人身故保险金：针对未成年人投保的人身保险，在被保险人成年之前，如因被保险人身故需支付的保险金总额不得超过国务院保险监督管理机构规定的限额，身故保险金的总额也不得超过上述限额。",0
责任免除,"

8.6 欠款抵扣：在向您支付各项保险金、退还现金价值或保险费时，若您有未缴纳的保险费、保单贷款或其他欠款，我们将优先扣除这些欠款及应付利息。

8.7 合同内容变更：经双方协商一致，可以对本合同的相关内容进行变更。对此类变更，应由我们在保险合同上进行批注或附贴变更单，或者双方订立书面变更协议。
",0
退保条款,"
8.8 联系方式变更：为了保障您的合法权益，若您的住所、通讯地址、电话或电子邮件等联系方式发生变化，请及时以书面形式或其他双方认可的方式通知我们。若您未能按要求通知，依据合同约定最后的联系方式发送的通知均视为已送达给您。

8.9 宣告死亡处理：在本合同保险期间内，若被保险人下落不明并被人民法院宣",0
赔付 & 领取规则,"告死亡，我们将依照法院判决确定被保险人的死亡日期，并按照本条款与身故有关的约定进行处理。如被保险人在宣告死亡后重新出现，身故保险金的受益人或继承人在得知被保险人重新出现后30日内，应将领取的身故保险金退还给我们。

8.10 争议处理：本合同争议的解决方式由双方在合同中选择以下两种方式之一：
（1）",0
投保条款,"因履行本合同所引发的争议，由双方协商解决；如协商不成，则提交共同选择的仲裁委员会进行仲裁；
（2）因履行本合同所引发的争议，由双方协商解决；如协商不成，可依法向人民法院提起诉讼。
若选择仲裁方式，双方应达成仲裁协议并明确仲裁事项和仲裁机构。

8.11 合同终止：当发生以下情形之一时，本合同将终止：",0
投保条款,"
（1）被保险人身故；
（2）本合同约定的其他终止事项。",0
保障相关时间,"9 定义  
本部分旨在阐明我们所提供保障的125种重大疾病、20种中症疾病及40种轻症疾病的具体定义。  

9.1 重大疾病定义  
本合同涵盖的重大疾病共计125种，其中有28种疾病已标注“*”号，依据中国保险行业协会制定的《重大疾病保险的疾病定义使用规范（2020年修订版）》而列出，其余为我",0
赔付 & 领取规则,"公司所新增的疾病。所有重大疾病需由我们认可的医院的专科医生进行确诊。以下是重大疾病的具体定义：  

第1组：恶性肿瘤类疾病  
1. 恶性肿瘤——指恶性细胞在体内不受控制地进行扩增与传播，侵入并破坏周围正常组织，并可通过血管、淋巴管及体腔扩散至身体其他部位。此病灶需经组织病理学检查予以确认。  
",0
投保条款,"
28 组织病理学检查：该检查方法涉及通过局部切除、钳取或穿刺等手术手段，从患者体内提取病变组织块，经过包埋和切片处理后进行病理分析。此外，通过脱落细胞采集、细针抽吸病变细胞或从体腔积液中分离病变细胞等方式获取的细胞样本，制作成涂片后进行的分析，则属于细胞病理学检查，而非组织病理学检查。",0
基础产品销售信息,"**9 定义**

本部分将详细说明我们所提供保障的125种重大疾病、20种中症疾病和40种轻症疾病的具体定义。

**9.1 重大疾病定义**

本合同所覆盖的重大疾病共计125种，其中标有“*”的28种疾病为中国保险行业协会在《重大疾病保险的疾病定义使用规范（2020年修订版）》中所列举的疾病，",0
赔付 & 领取规则,"其余疾病则是由本公司自行增设的。重大疾病的确诊需由我们认可的医院的专科医生进行。

以下是重大疾病的具体定义：

**第1组：恶性肿瘤类疾病**

1. 恶性肿瘤——指恶性细胞在体内不受控制地进行性增长与扩散，侵袭并破坏周围正常组织。这些细胞可以通过血管、淋巴管及体腔等途径转移到身体其他部位。病灶需",0
保障相关时间,"要经过组织病理学检查以确认诊断。

**注：**  
组织病理学检查是通过局部切除、钳取或穿刺等手术方式，从患者体内获取病变组织，并经过包埋、切片处理后进行病理评估。此方法包括采集病变部位脱落细胞、用细针吸取病变部位细胞、或分离体腔积液中的病变细胞等，以制作涂片供病理分析。值得注意的是，这属于细胞病",0
保障责任,理学检查，不同于组织病理学检查。,0
退保条款,"**9 定义**

本部分详细阐述我们所提供保障的125种重大疾病、20种中症疾病以及40种轻症疾病的具体定义。

**9.1 重大疾病定义**  
本合同涵盖的重大疾病共计125种，其中有28种以“*”标识的重大疾病为中国保险行业协会依据《重大疾病保险的疾病定义使用规范（2020年修订版）》所列举",0
退保条款,"，其余疾病则为我公司自主增加。重大疾病需由我公司认可的医院专科医生进行确诊。以下是重大疾病的定义：

**第一组：恶性肿瘤类疾病**
1. 恶性肿瘤——指恶性细胞在体内不受控制地进行性增长与扩散，侵犯并破坏周围正常组织，并可能通过血管、淋巴管及体腔转移至身体其他部位。病灶需经组织病理学检查确诊。

",0
责任免除,"**注释：**  
组织病理学检查是通过局部切除、钳取或穿刺等手术方式从患者体内获取病变组织样本，经过固定、切片后进行的病理分析。此外，通过采集病变部位脱落的细胞、细针吸取病变细胞或分离体腔积液中的病变细胞等方法制作的细胞涂片，属于细胞病理学检查，不应与组织病理学检查混淆。",0
赔付 & 领取规则,"以下是关于重疾险术语的解释：

根据临床检查结果的明确诊断，恶性肿瘤被定义为符合世界卫生组织（WHO）《疾病和有关健康问题的国际统计分类》第十次修订版（ICD-10）和《国际疾病分类肿瘤学专辑》第三版（ICD-O-3）的相关类别，其肿瘤形态学编码属于3、6、9（恶性肿瘤）范畴的疾病。

以下列举的疾",0
责任免除,"病不属于“恶性肿瘤——重度”，因此不在保障范围内：

1. ICD-O-3肿瘤形态学编码为0（良性肿瘤）、1（动态未定性肿瘤）或2（原位癌及非侵袭性癌）相关的疾病，例如：
   a. 原位癌、癌前病变、非浸润性癌、肿瘤细胞尚未侵犯基底层、上皮内瘤变及细胞不典型性增生等；
   b. 交界性肿瘤、交界",0
责任免除,"恶性肿瘤及低度恶性潜能肿瘤等；
   
2. TNM分期为Ⅰ期或更轻度的甲状腺癌；

3. TNM分期为T N M期或更轻度的前列腺癌；

4. 除黑色素瘤外，未发生淋巴结和远处转移的皮肤恶性肿瘤；

5. 相当于Binet分期方案A期的慢性淋巴细胞白血病；

6. 相当于Ann Arbor分期方案",0
附加条款,"Ⅰ期的霍奇金淋巴瘤；

7. 未发生淋巴结和远处转移，且WHO分级为G1（核分裂像<10/50 HPF和ki-67≤2%）或更轻的神经内分泌肿瘤。

此外，原发性骨髓纤维化是指原因不明的骨髓中成纤维细胞增生，并伴随髓外造血，表现为进行性贫血、脾肿大及纤维化等症状。该病必须通过血液科专科医师进行确诊，",0
退保条款,"并至少满足以下三项条件，且状态需持续180天以上，并已实施相应的治疗：
1. 血红蛋白水平低于100g/L；
2. 白细胞计数高于25×10^9/L；
3. 外周血原始细胞比例≥1%；
4. 血小板计数低于100×10^9/L。

继发性骨髓纤维化则不在保障范围内。

另外，侵蚀性葡萄胎指的是异常增",0
保障责任,"生的绒毛组织，其浸润性生长可侵入子宫肌层或转移至其他器官或组织，并且已经接受了化疗或手术治疗。

严重骨髓异常增生综合征则是符合世界卫生组织（WHO）2008年分型标准的难治性贫血，主要包括原始细胞增多-1（RAEB-1）、难治性贫血伴原始细胞增多-2（RAEB-2）、未分类的MDS和伴有单纯5q-",0
投保条款,"的MDS。这些情况需要满足以下全部条件：
1. 在我们认可的公立三级医院由主治医师进行确诊，该医院设有专门的血液病科；
2. 骨髓穿刺或活检的结果支持诊断；
3. 被保险人已持续接受一个月以上的化疗，或已接受骨髓移植治疗。

请注意，关于心血管类疾病的定义依据《疾病和有关健康问题的国际统计分类》第十",0
保障责任,次修订版（ICD-10），这是世界卫生组织（WHO）发布的国际通用疾病分类标准。,0
保障相关时间,"恶性肿瘤的定义基于世界卫生组织（WHO）发布的《疾病和有关健康问题的国际统计分类》第十次修订版（ICD-10）和《国际疾病分类肿瘤学专辑》第三版（ICD-O-3）。根据这些标准，确诊为恶性肿瘤的临床病症归属于ICD-O-3的编码类别3、6、9。

需要注意的是，以下列举的疾病不被认定为“恶性肿瘤——",0
投保条款,"重度”，因此不在保障范围之内：

1. 属于ICD-O-3编码中0（良性肿瘤）、1（动态未定性肿瘤）、2（原位癌及非侵袭性癌）的疾病，包括但不限于：
   a. 原位癌、癌前病变、非浸润性癌、肿瘤细胞未侵入基底层，上皮内瘤变、细胞不典型性增生等；
   b. 交界性肿瘤、交界恶性肿瘤、低度恶性潜能肿",0
保障相关时间,"瘤等；
   
2. 按照TNM分期标准，甲状腺癌若为Ⅰ期或更轻分期不在保障范围内。

3. 前列腺癌同样适用上述TNM分期，若为T N M期或更轻分期也不在保障范围内。

4. 除黑色素瘤外，任何未发生淋巴结转移和远处转移的皮肤恶性肿瘤不在保障之列。

5. 慢性淋巴细胞白血病若符合Binet分期",0
投保条款,"方案A期程度亦不被涵盖。

6. 何杰金氏病如处于Ann Arbor分期方案Ⅰ期则排除在外。

7. 若神经内分泌肿瘤未发生淋巴结及远处转移，且其WHO分级为G1级别（核分裂像<10/50 HPF和ki-67≤2%）或更轻级别，则不在保障范围。

8. 另外，原发性骨髓纤维化是指由不明原因引起的骨髓",0
保障相关时间,"成纤维细胞增殖，并伴有髓外造血，表现为进行性贫血和脾肿大等症状。该疾病需通过骨髓活检和周围血象检查由血液科专业医师确诊，并满足下列条件中的至少三项，且相应状态需持续180天以上，并接受了针对该病的治疗：
   (1) 血红蛋白<100g/L；
   (2) 白细胞计数>25×10^9/L；
   (",0
附加条款,"3) 外周血原始细胞≥1%；
   (4) 血小板计数<100×10^9/L。

请注意，继发性骨髓纤维化不在保障范围内。

9. 侵蚀性葡萄胎是指绒毛组织异常增生并浸润子宫肌层或转移至其他器官的情况，患者须已经接受化疗或手术治疗。

10. 严重骨髓异常增生综合征符合WHO 2008年分型标准，需",0
附加条款,"具备难治性贫血细胞减少伴原始细胞增多-1（RAEB-1）、难治性贫血细胞减少伴原始细胞增多-2（RAEB-2）、未分类MDS（MDS-U）、单纯5q-的MDS等，且必须满足以下所有条件：
   (1) 由认可医院设有血液病专科的三级甲等医院的主治医生确诊；
   (2) 骨髓穿刺或活检结果支持诊断；",0
责任免除,"
   (3) 被保险人已持续接受超过一个月的化疗或实施了骨髓移植。

最后，关于心血管类疾病，ICD-10为世界卫生组织（WHO）所发布的国际疾病分类标准，广泛应用于医学领域。",0
赔付 & 领取规则,"以下为有关重疾险的术语解释：

根据国际权威机构——世界卫生组织（WHO）发布的《疾病和有关健康问题的国际统计分类》第十次修订版（ICD-10），以及《国际疾病分类肿瘤学专辑》第三版（ICD-O-3），明确诊断为恶性肿瘤的疾病，需符合相应的肿瘤形态学编码，其对应类别为3、6、9（即恶性肿瘤）。

以",0
投保条款,"下疾病不属于“恶性肿瘤——重度”的保障范围：
（1）ICD-O-3中的肿瘤形态学编码为0（良性肿瘤）、1（动态未定性肿瘤）、2（原位癌和非侵袭性癌）的疾病，包括但不限于：
a. 原位癌、癌前病变、非浸润性癌、上皮内瘤变等；
b. 交界性肿瘤及其低度恶性潜能；
（2）TNM分期为Ⅰ期或更轻的甲状腺癌；",0
责任免除,"
（3）TNM分期为Ⅰ期或更轻的前列腺癌；
（4）除黑色素瘤外，未发生淋巴结和远处转移的其他皮肤恶性肿瘤；
（5）Binet分期方案A期的慢性淋巴细胞白血病；
（6）Ann Arbor分期方案Ⅰ期的何杰金氏病；
（7）未发生淋巴结和远处转移且WHO分级为G1（即核分裂像<10/50 HPF和ki-6",0
保障责任,"7≤2%）或更轻的神经内分泌肿瘤。

原发性骨髓纤维化定义为原因不明的骨髓中成纤维细胞增殖，伴随髓外造血，并表现为进行性贫血、脾肿大等症状。该疾病需通过血液科医生依据骨髓活组织检查和周围血象检查予以确诊，并至少满足以下三个条件，且这些状态持续时间需达到180天及以上，同时已实施相关治疗措施：
（1）",0
附加条款,"血红蛋白水平<100g/L；
（2）白细胞计数>25×10^9/L；
（3）外周血原始细胞≥1%；
（4）血小板计数<100×10^9/L。
请注意，继发性骨髓纤维化则不在保障之列。

侵蚀性葡萄胎是指异常增生的绒毛组织，可以浸润子宫肌层或向其他器官、组织转移，并已接受化疗或手术治疗的恶性葡萄胎。
",0
退保条款,"
严重骨髓异常增生综合征是指符合世界卫生组织（WHO）2008年分类标准的难治性贫血细胞减少症，包括原始细胞增多-1（RAEB-1）、原始细胞增多-2（RAEB-2）、未分类MDS（MDS-U）、单纯5q-的MDS，并须满足以下所有条件：
（1）由我方认可的公立三级甲等医院中血液病专科主治医师确诊；",0
附加条款,"
（2）骨髓穿刺或活检结果支持诊断；
（3）被保险人已持续接受一个月以上的化疗或已实施骨髓移植治疗。

第2组：心血管类疾病。
ICD-10是指《疾病和有关健康问题的国际统计分类》第十次修订版，由世界卫生组织（WHO）发布，是国际通用的疾病分类标准。
ICD-O-3是指《国际疾病分类肿瘤学专辑》第三",0
退保条款,版，这是WHO针对肿瘤形态学组织学细胞类型、动态、分化程度所提供的补充编码。其中，形态学编码的含义为：0表示良性肿瘤；1表示动态未定性肿瘤；2表示原位癌及非侵袭性癌；3表示恶性肿瘤（原发性）；6表示恶性肿瘤（转移性）；9表示恶性肿瘤（原发性或转移性未确定）。如出现ICD-10与ICD-O-3不一��,0
投保条款,"�的情况，应以ICD-O-3为准。

TNM分期遵循AJCC癌症分期手册标准，该标准为美国癌症联合委员会与国际抗癌联合会TNM委员会共同制定，是现行肿瘤医学分期的国际通用标准。T代表原发肿瘤的大小和形态；N指淋巴结转移情况；M指是否存在其他脏器的转移。甲状腺癌的TNM分期采用现行的AJCC第八版定义",0
投保条款,标准，我国国家卫生健康委员会2018年发布的《甲状腺癌诊疗规范（2018年版）》同样适用此定义标准。具体内容详见附表。,0
保障相关时间,"71. 重大器官移植术：指因相应器官功能衰竭，已进行肾脏、肝脏、心脏、肺脏或小肠的异体移植手术。

干细胞移植：指因造血功能损害或恶性肿瘤，已实施造血干细胞（包括骨髓、外周血和脐血）的移植手术。

72. 严重慢性肾衰竭：指双肾功能出现长期不可逆转的衰竭，依据肾脏病预后质量倡议（K/DOQI）制定的",0
退保条款,"指南，达到慢性肾脏病5期，并经确诊后至少接受90天的规律透析治疗。规律透析是指每周进行血液透析或每日进行腹膜透析。

73. 急性重症肝炎：指因肝炎病毒感染引起的肝脏组织广泛坏死，导致急性肝功能衰竭，并通过血清学或病毒学检查确认，同时需满足以下所有条件：（1）重度黄疸或黄疸迅速加重；（2）发生肝性脑",0
基础产品销售信息,"病；（3）影像学检查显示肝脏体积快速缩小；（4）肝功能指标逐步恶化。

74. 严重慢性肝衰竭：指由慢性肝脏疾病引发的肝衰竭，并需符合以下所有条件：（1）持续性黄疸；（2）腹水；（3）肝性脑病；（4）充血性脾肿大伴随脾功能亢进或食管胃底静脉曲张。因酗酒或药物滥用造成的肝衰竭不在保障范围内。

75.",0
保障责任, 重型再生障碍性贫血：指因骨髓造血功能持续性衰竭所致的贫血、中性粒细胞减少及血小板减少，并须符合以下所有条件：（1）骨髓穿刺或活检结果支持诊断，骨髓细胞增生程度低于正常的25%；若介于正常的25%至50%之间，则残存造血细胞需少于30%；（2）外周血象须满足以下三项中的两项：①中性粒细胞绝对值低于0,0
责任免除,".5×10^9/L；②网织红细胞计数低于20×10^9/L；③血小板绝对值低于20×10^9/L。

76. 严重慢性呼吸衰竭：指因慢性呼吸系统疾病导致永久性不可逆的呼吸衰竭，经过180天积极治疗后需符合以下所有条件：（1）静息时出现呼吸困难；（2）第一秒用力呼气容积（FEV1）占预计值百分比低于3",0
保障相关时间,"0%；（3）在静息状态下，动脉血氧分压（PaO2）低于50 mmHg。

77. 严重克罗恩病：一种慢性肉芽肿性肠炎，具特征性的克罗恩病病理变化，经组织病理学诊断确认，且已导致瘘管形成及肠梗阻或肠穿孔。

78. 严重溃疡性结肠炎：指伴有危及生命的电解质紊乱的急性暴发性溃疡性结肠炎，病变波及全结肠，",0
投保条款,"表现为严重的血便和系统性症状，通过组织病理学确诊，且已实施结肠切除或回肠造瘘术。

79. 严重系统性红斑狼疮性肾病：此病由多种因素引起，为一种累及多个系统的自身免疫性疾病，其特点为产生抗自身抗原的抗体。常见于育龄女性。本合同中的系统性红斑狼疮仅限于累及肾脏（经肾脏活检确认，符合世界卫生组织（WHO",0
保障责任,"）定义的Ⅲ型至V型狼疮性肾炎）。其他类型的红斑狼疮，如盘状狼疮，仅涉及血液及关节的狼疮不在保障范围内。该病必须由免疫和风湿科专家医师确诊。 

世界卫生组织（WHO）狼疮性肾炎分型：",0
责任免除,"71. 重大器官移植术：指因相应器官功能衰竭而进行的手术，包括肾脏、肝脏、心脏、肺脏、小肠及造血干细胞的异体移植。

72. 严重慢性肾衰竭：指双肾功能出现不可逆性衰竭，依据肾脏病预后质量倡议（K/DOQI）制定的标准，已达到慢性肾脏病5期，并经过诊断后至少接受90天的规律性透析治疗。规律性透析指每",0
